library_ID,fastq_fwd_file_name,fastq_rev_file_name,host_genus,host_species,coral_tag,site_name,sequencing_run,expedition,sample_name,sra_accession
138_S138_L001,138_S138_L001_R1_001.fastq.gz,138_S138_L001_R2_001.fastq.gz,Pocillopora,grandis,88,35,run2,2014,KI14_88,SAMN49903673
124_S124_L001,124_S124_L001_R1_001.fastq.gz,124_S124_L001_R2_001.fastq.gz,Pocillopora,grandis,9,35,run2,2014,KI14_9,SAMN49903671
139_S139_L001,139_S139_L001_R1_001.fastq.gz,139_S139_L001_R2_001.fastq.gz,Montipora,aequituberculata,90,35,run2,2014,KI14_90,SAMN49903681
140_S140_L001,140_S140_L001_R1_001.fastq.gz,140_S140_L001_R2_001.fastq.gz,Pocillopora,grandis,92,35,run2,2014,KI14_92,SAMN49903682
141_S141_L001,141_S141_L001_R1_001.fastq.gz,141_S141_L001_R2_001.fastq.gz,Montipora,aequituberculata,94,35,run2,2014,KI14_94,SAMN49903674
143_S143_L001,143_S143_L001_R1_001.fastq.gz,143_S143_L001_R2_001.fastq.gz,Montipora,aequituberculata,98,35,run2,2014,KI14_98,SAMN49903675
186_S185_L001,186_S185_L001_R1_001.fastq.gz,186_S185_L001_R2_001.fastq.gz,Pocillopora,grandis,632,35,run2,2015a,KI15a_10,SAMN49903721
209_S208_L001,209_S208_L001_R1_001.fastq.gz,209_S208_L001_R2_001.fastq.gz,Montipora,aequituberculata,98,35,run2,2015a,KI15a_102,SAMN49903710
210_S209_L001,210_S209_L001_R1_001.fastq.gz,210_S209_L001_R2_001.fastq.gz,Montipora,aequituberculata,102,35,run2,2015a,KI15a_106,SAMN49903711
211_S210_L001,211_S210_L001_R1_001.fastq.gz,211_S210_L001_R2_001.fastq.gz,Pocillopora,grandis,106,35,run2,2015a,KI15a_107,SAMN49903713
212_S211_L001,212_S211_L001_R1_001.fastq.gz,212_S211_L001_R2_001.fastq.gz,Montipora,aequituberculata,105,35,run2,2015a,KI15a_108,SAMN49903712
214_S213_L001,214_S213_L001_R1_001.fastq.gz,214_S213_L001_R2_001.fastq.gz,Pocillopora,grandis,109,35,run2,2015a,KI15a_110,SAMN49903714
215_S214_L001,215_S214_L001_R1_001.fastq.gz,215_S214_L001_R2_001.fastq.gz,Pocillopora,grandis,50b,8,run2,2015a,KI15a_111,SAMN49903686
216_S215_L001,216_S215_L001_R1_001.fastq.gz,216_S215_L001_R2_001.fastq.gz,Montipora,aequituberculata,60,8,run2,2015a,KI15a_114,SAMN49903683
218_S217_L001,218_S217_L001_R1_001.fastq.gz,218_S217_L001_R2_001.fastq.gz,Montipora,aequituberculata,69,8,run2,2015a,KI15a_118,SAMN49903687
219_S218_L001,219_S218_L001_R1_001.fastq.gz,219_S218_L001_R2_001.fastq.gz,Montipora,aequituberculata,76,8,run2,2015a,KI15a_120,SAMN49903684
220_S219_L001,220_S219_L001_R1_001.fastq.gz,220_S219_L001_R2_001.fastq.gz,Pocillopora,grandis,84,8,run2,2015a,KI15a_121,SAMN49903685
223_S222_L001,223_S222_L001_R1_001.fastq.gz,223_S222_L001_R2_001.fastq.gz,Pocillopora,grandis,129,30,run2,2015a,KI15a_127,SAMN49903698
224_S223_L001,224_S223_L001_R1_001.fastq.gz,224_S223_L001_R2_001.fastq.gz,Pocillopora,grandis,132,30,run2,2015a,KI15a_128,SAMN49903699
225_S224_L001,225_S224_L001_R1_001.fastq.gz,225_S224_L001_R2_001.fastq.gz,Montipora,aequituberculata,133,30,run2,2015a,KI15a_129,SAMN49903700
188_S187_L001,188_S187_L001_R1_001.fastq.gz,188_S187_L001_R2_001.fastq.gz,Montipora,aequituberculata,574,35,run2,2015a,KI15a_13,SAMN49903720
226_S225_L001,226_S225_L001_R1_001.fastq.gz,226_S225_L001_R2_001.fastq.gz,Montipora,aequituberculata,134,30,run2,2015a,KI15a_130,SAMN49903701
227_S226_L001,227_S226_L001_R1_001.fastq.gz,227_S226_L001_R2_001.fastq.gz,Pocillopora,grandis,135,30,run2,2015a,KI15a_131,SAMN49903702
229_S228_L001,229_S228_L001_R1_001.fastq.gz,229_S228_L001_R2_001.fastq.gz,Montipora,aequituberculata,137,30,run2,2015a,KI15a_133,SAMN49903703
231_S230_L001,231_S230_L001_R1_001.fastq.gz,231_S230_L001_R2_001.fastq.gz,Pocillopora,grandis,142,30,run2,2015a,KI15a_136,SAMN49903704
233_S232_L001,233_S232_L001_R1_001.fastq.gz,233_S232_L001_R2_001.fastq.gz,Montipora,aequituberculata,143,30,run2,2015a,KI15a_138,SAMN49903705
234_S233_L001,234_S233_L001_R1_001.fastq.gz,234_S233_L001_R2_001.fastq.gz,Pocillopora,grandis,149,30,run2,2015a,KI15a_140,SAMN49903707
235_S234_L001,235_S234_L001_R1_001.fastq.gz,235_S234_L001_R2_001.fastq.gz,Montipora,aequituberculata,147,30,run2,2015a,KI15a_141,SAMN49903706
237_S236_L001,237_S236_L001_R1_001.fastq.gz,237_S236_L001_R2_001.fastq.gz,Montipora,aequituberculata,385,30,run2,2015a,KI15a_144,SAMN49903708
241_S240_L001,241_S240_L001_R1_001.fastq.gz,241_S240_L001_R2_001.fastq.gz,Pocillopora,grandis,477b,27,run2,2015a,KI15a_149,SAMN49903697
242_S241_L001,242_S241_L001_R1_001.fastq.gz,242_S241_L001_R2_001.fastq.gz,Pocillopora,grandis,469,27,run2,2015a,KI15a_152,SAMN49903695
243_S242_L001,243_S242_L001_R1_001.fastq.gz,243_S242_L001_R2_001.fastq.gz,Pocillopora,grandis,468,27,run2,2015a,KI15a_154,SAMN49903694
245_S244_L001,245_S244_L001_R1_001.fastq.gz,245_S244_L001_R2_001.fastq.gz,Montipora,aequituberculata,448,27,run2,2015a,KI15a_157,SAMN49903692
247_S246_L001,247_S246_L001_R1_001.fastq.gz,247_S246_L001_R2_001.fastq.gz,Montipora,aequituberculata,456,27,run2,2015a,KI15a_159,SAMN49903693
189_S188_L001,189_S188_L001_R1_001.fastq.gz,189_S188_L001_R2_001.fastq.gz,Pocillopora,grandis,88,35,run2,2015a,KI15a_16,SAMN49903719
248_S247_L001,248_S247_L001_R1_001.fastq.gz,248_S247_L001_R2_001.fastq.gz,Pocillopora,grandis,453b,27,run2,2015a,KI15a_161,SAMN49903696
249_S248_L001,249_S248_L001_R1_001.fastq.gz,249_S248_L001_R2_001.fastq.gz,Montipora,aequituberculata,265,27,run2,2015a,KI15a_162,SAMN49903691
250_S249_L001,250_S249_L001_R1_001.fastq.gz,250_S249_L001_R2_001.fastq.gz,Montipora,aequituberculata,41,27,run2,2015a,KI15a_165,SAMN49903688
251_S250_L001,251_S250_L001_R1_001.fastq.gz,251_S250_L001_R2_001.fastq.gz,Pocillopora,grandis,43,27,run2,2015a,KI15a_166,SAMN49903689
252_S251_L001,252_S251_L001_R1_001.fastq.gz,252_S251_L001_R2_001.fastq.gz,Montipora,aequituberculata,44,27,run2,2015a,KI15a_167,SAMN49903690
190_S189_L001,190_S189_L001_R1_001.fastq.gz,190_S189_L001_R2_001.fastq.gz,Montipora,aequituberculata,90,35,run2,2015a,KI15a_17,SAMN49903725
191_S190_L001,191_S190_L001_R1_001.fastq.gz,191_S190_L001_R2_001.fastq.gz,Pocillopora,grandis,636,35,run2,2015a,KI15a_19,SAMN49903722
192_S191_L001,192_S191_L001_R1_001.fastq.gz,192_S191_L001_R2_001.fastq.gz,Pocillopora,grandis,92,35,run2,2015a,KI15a_21,SAMN49903726
193_S192_L001,193_S192_L001_R1_001.fastq.gz,193_S192_L001_R2_001.fastq.gz,Montipora,aequituberculata,94b,35,run2,2015a,KI15a_22,SAMN49903727
KI15aFSYM025_S342_L001,KI15aFSYM025_S342_L001_R1_001.fastq.gz,KI15aFSYM025_S342_L001_R2_001.fastq.gz,Montipora,aequituberculata,576,15,run5,2015a,KI15a_25,SAMN49904016
KI15aFSYM028_S267_L001,KI15aFSYM028_S267_L001_R1_001.fastq.gz,KI15aFSYM028_S267_L001_R2_001.fastq.gz,Pocillopora,grandis,579,15,run5,2015a,KI15a_28,SAMN49904017
179_S178_L001,179_S178_L001_R1_001.fastq.gz,179_S178_L001_R2_001.fastq.gz,Pocillopora,grandis,3,35,run2,2015a,KI15a_3,SAMN49903716
KI15aFSYM031_S275_L001,KI15aFSYM031_S275_L001_R1_001.fastq.gz,KI15aFSYM031_S275_L001_R2_001.fastq.gz,Pocillopora,grandis,582,15,run5,2015a,KI15a_31,SAMN49904018
KI15aFSYM033_S283_L001,KI15aFSYM033_S283_L001_R1_001.fastq.gz,KI15aFSYM033_S283_L001_R2_001.fastq.gz,Montipora,aequituberculata,584,15,run5,2015a,KI15a_33,SAMN49904019
KI15aFSYM035_S291_L001,KI15aFSYM035_S291_L001_R1_001.fastq.gz,KI15aFSYM035_S291_L001_R2_001.fastq.gz,Pocillopora,grandis,586,15,run5,2015a,KI15a_35,SAMN49904020
KI15aFSYM038_S299_L001,KI15aFSYM038_S299_L001_R1_001.fastq.gz,KI15aFSYM038_S299_L001_R2_001.fastq.gz,Pocillopora,grandis,589,15,run5,2015a,KI15a_38,SAMN49904021
180_S179_L001,180_S179_L001_R1_001.fastq.gz,180_S179_L001_R2_001.fastq.gz,Pocillopora,grandis,5b,35,run2,2015a,KI15a_4,SAMN49903724
KI15aFSYM042_S307_L001,KI15aFSYM042_S307_L001_R1_001.fastq.gz,KI15aFSYM042_S307_L001_R2_001.fastq.gz,Montipora,aequituberculata,593,15,run5,2015a,KI15a_42,SAMN49904022
KI15aFSYM047_S330_L001,KI15aFSYM047_S330_L001_R1_001.fastq.gz,KI15aFSYM047_S330_L001_R2_001.fastq.gz,Montipora,aequituberculata,598,15,run5,2015a,KI15a_47,SAMN49904023
181_S180_L001,181_S180_L001_R1_001.fastq.gz,181_S180_L001_R2_001.fastq.gz,Montipora,aequituberculata,2,35,run2,2015a,KI15a_5,SAMN49903723
KI15aFSYM050_S300_L001,KI15aFSYM050_S300_L001_R1_001.fastq.gz,KI15aFSYM050_S300_L001_R2_001.fastq.gz,Montipora,aequituberculata,613,15,run5,2015a,KI15a_50,SAMN49904028
KI15aFSYM051_S350_L001,KI15aFSYM051_S350_L001_R1_001.fastq.gz,KI15aFSYM051_S350_L001_R2_001.fastq.gz,Montipora,aequituberculata,602,15,run5,2015a,KI15a_51,SAMN49904025
PLATE2F7_S150_L001,PLATE2F7_S150_L001_R1_001.fastq.gz,PLATE2F7_S150_L001_R2_001.fastq.gz,Pocillopora,grandis,603,15,SheddRun_Dec2020,2015a,KI15a_52,SAMN49904093
KI15aFSYM053_S337_L001,KI15aFSYM053_S337_L001_R1_001.fastq.gz,KI15aFSYM053_S337_L001_R2_001.fastq.gz,Pocillopora,grandis,599,15,run5,2015a,KI15a_53,SAMN49904024
PLATE2F9_S166_L001,PLATE2F9_S166_L001_R1_001.fastq.gz,PLATE2F9_S166_L001_R2_001.fastq.gz,Pocillopora,grandis,606,15,SheddRun_Dec2020,2015a,KI15a_56,SAMN49904094
KI15aFSYM060_S284_L001,KI15aFSYM060_S284_L001_R1_001.fastq.gz,KI15aFSYM060_S284_L001_R2_001.fastq.gz,Montipora,aequituberculata,609,15,run5,2015a,KI15a_60,SAMN49904026
KI15aFSYM062_S292_L001,KI15aFSYM062_S292_L001_R1_001.fastq.gz,KI15aFSYM062_S292_L001_R2_001.fastq.gz,Pocillopora,grandis,611,15,run5,2015a,KI15a_62,SAMN49904027
KI15aFSYM065_S323_L001,KI15aFSYM065_S323_L001_R1_001.fastq.gz,KI15aFSYM065_S323_L001_R2_001.fastq.gz,Montipora,aequituberculata,616,15,run5,2015a,KI15a_65,SAMN49904029
KI15aFSYM066_S331_L001,KI15aFSYM066_S331_L001_R1_001.fastq.gz,KI15aFSYM066_S331_L001_R2_001.fastq.gz,Pocillopora,grandis,617,15,run5,2015a,KI15a_66,SAMN49904030
183_S182_L001,183_S182_L001_R1_001.fastq.gz,183_S182_L001_R2_001.fastq.gz,Montipora,aequituberculata,10,35,run2,2015a,KI15a_7,SAMN49903717
KI15aFSYM070_S351_L001,KI15aFSYM070_S351_L001_R1_001.fastq.gz,KI15aFSYM070_S351_L001_R2_001.fastq.gz,Montipora,aequituberculata,621,15,run5,2015a,KI15a_70,SAMN49904031
KI15aFSYM071_S269_L001,KI15aFSYM071_S269_L001_R1_001.fastq.gz,KI15aFSYM071_S269_L001_R2_001.fastq.gz,Pocillopora,grandis,622,15,run5,2015a,KI15a_71,SAMN49904032
KI15aFSYM074_S277_L001,KI15aFSYM074_S277_L001_R1_001.fastq.gz,KI15aFSYM074_S277_L001_R2_001.fastq.gz,Montipora,aequituberculata,625,15,run5,2015a,KI15a_74,SAMN49904033
KI15aFSYM075_S285_L001,KI15aFSYM075_S285_L001_R1_001.fastq.gz,KI15aFSYM075_S285_L001_R2_001.fastq.gz,Pocillopora,grandis,626,15,run5,2015a,KI15a_75,SAMN49904034
KI15aFSYM078_S293_L001,KI15aFSYM078_S293_L001_R1_001.fastq.gz,KI15aFSYM078_S293_L001_R2_001.fastq.gz,Montipora,aequituberculata,629,15,run5,2015a,KI15a_78,SAMN49904035
200_S199_L001,200_S199_L001_R1_001.fastq.gz,200_S199_L001_R2_001.fastq.gz,Pocillopora,grandis,13,35,run2,2015a,KI15a_89,SAMN49903709
185_S184_L001,185_S184_L001_R1_001.fastq.gz,185_S184_L001_R2_001.fastq.gz,Montipora,aequituberculata,14,35,run2,2015a,KI15a_9,SAMN49903718
201_S200_L001,201_S200_L001_R1_001.fastq.gz,201_S200_L001_R2_001.fastq.gz,Montipora,aequituberculata,634,35,run2,2015a,KI15a_90,SAMN49903715
PLATE3C1_S195_L001,PLATE3C1_S195_L001_R1_001.fastq.gz,PLATE3C1_S195_L001_R2_001.fastq.gz,Pocillopora,grandis,654,19,SheddRun_Dec2020,2015b,KI15b_100,SAMN49904099
101-15B_S370_L001,101-15B_S370_L001_R1_001.fastq.gz,101-15B_S370_L001_R2_001.fastq.gz,Pocillopora,grandis,655,19,Bleaching3_run,2015b,KI15b_101,SAMN49903483
15b-103_S358_L001,15b-103_S358_L001_R1_001.fastq.gz,15b-103_S358_L001_R2_001.fastq.gz,Montipora,aequituberculata,657,19,Shedd_2021,2015b,KI15b_103,SAMN49904041
106-15B_S299_L001,106-15B_S299_L001_R1_001.fastq.gz,106-15B_S299_L001_R2_001.fastq.gz,Pocillopora,grandis,660,19,Bleaching3_run,2015b,KI15b_106,SAMN49903484
109-15B_S315_L001,109-15B_S315_L001_R1_001.fastq.gz,109-15B_S315_L001_R2_001.fastq.gz,Pocillopora,grandis,663,19,Bleaching3_run,2015b,KI15b_109,SAMN49903485
15b-110_S366_L001,15b-110_S366_L001_R1_001.fastq.gz,15b-110_S366_L001_R2_001.fastq.gz,Montipora,aequituberculata,665,19,Shedd_2021,2015b,KI15b_110,SAMN49904042
PLATE2H2_S112_L001,PLATE2H2_S112_L001_R1_001.fastq.gz,PLATE2H2_S112_L001_R2_001.fastq.gz,Pocillopora,grandis,667,19,SheddRun_Dec2020,2015b,KI15b_113,SAMN49904100
117-15B_S355_L001,117-15B_S355_L001_R1_001.fastq.gz,117-15B_S355_L001_R2_001.fastq.gz,Montipora,aequituberculata,671,19,Bleaching3_run,2015b,KI15b_117,SAMN49903486
118-15B_S363_L001,118-15B_S363_L001_R1_001.fastq.gz,118-15B_S363_L001_R2_001.fastq.gz,Pocillopora,grandis,672,19,Bleaching3_run,2015b,KI15b_118,SAMN49903487
15b-114_S374_L001,15b-114_S374_L001_R1_001.fastq.gz,15b-114_S374_L001_R2_001.fastq.gz,Montipora,aequituberculata,673,19,Shedd_2021,2015b,KI15b_119,SAMN49904043
260_S259_L001,260_S259_L001_R1_001.fastq.gz,260_S259_L001_R2_001.fastq.gz,Montipora,aequituberculata,574,35,run2,2015b,KI15b_12,SAMN49903796
PLATE2H3_S120_L001,PLATE2H3_S120_L001_R1_001.fastq.gz,PLATE2H3_S120_L001_R2_001.fastq.gz,Pocillopora,grandis,674,19,SheddRun_Dec2020,2015b,KI15b_120,SAMN49904101
15b-124_S176_L001,15b-124_S176_L001_R1_001.fastq.gz,15b-124_S176_L001_R2_001.fastq.gz,Montipora,aequituberculata,678,19,Shedd_2021,2015b,KI15b_124,SAMN49904040
PLATE2H4_S128_L001,PLATE2H4_S128_L001_R1_001.fastq.gz,PLATE2H4_S128_L001_R2_001.fastq.gz,Pocillopora,grandis,679,19,SheddRun_Dec2020,2015b,KI15b_125,SAMN49904102
15b-126_S112_L001,15b-126_S112_L001_R1_001.fastq.gz,15b-126_S112_L001_R2_001.fastq.gz,Montipora,aequituberculata,680,19,Shedd_2021,2015b,KI15b_126,SAMN49904039
302_S301_L001,302_S301_L001_R1_001.fastq.gz,302_S301_L001_R2_001.fastq.gz,Montipora,aequituberculata,133,30,run2,2015b,KI15b_129,SAMN49903749
303_S302_L001,303_S302_L001_R1_001.fastq.gz,303_S302_L001_R2_001.fastq.gz,Montipora,aequituberculata,147b,30,run2,2015b,KI15b_130,SAMN49903766
307_S306_L001,307_S306_L001_R1_001.fastq.gz,307_S306_L001_R2_001.fastq.gz,Pocillopora,grandis,477b,27,run2,2015b,KI15b_137,SAMN49903747
262_S261_L001,262_S261_L001_R1_001.fastq.gz,262_S261_L001_R2_001.fastq.gz,Pocillopora,grandis,13,35,run2,2015b,KI15b_14,SAMN49903785
309_S308_L001,309_S308_L001_R1_001.fastq.gz,309_S308_L001_R2_001.fastq.gz,Montipora,aequituberculata,456,27,run2,2015b,KI15b_142,SAMN49903738
310_S309_L001,310_S309_L001_R1_001.fastq.gz,310_S309_L001_R2_001.fastq.gz,Pocillopora,grandis,469,27,run2,2015b,KI15b_143,SAMN49903739
311_S310_L001,311_S310_L001_R1_001.fastq.gz,311_S310_L001_R2_001.fastq.gz,Montipora,aequituberculata,44,27,run2,2015b,KI15b_144,SAMN49903737
313_S312_L001,313_S312_L001_R1_001.fastq.gz,313_S312_L001_R2_001.fastq.gz,Montipora,aequituberculata,684,27,run2,2015b,KI15b_146,SAMN49903740
314_S313_L001,314_S313_L001_R1_001.fastq.gz,314_S313_L001_R2_001.fastq.gz,Pocillopora,grandis,688,27,run2,2015b,KI15b_150,SAMN49903741
315_S314_L001,315_S314_L001_R1_001.fastq.gz,315_S314_L001_R2_001.fastq.gz,Montipora,aequituberculata,90,35,run2,2015b,KI15b_152,SAMN49903802
316_S315_L001,316_S315_L001_R1_001.fastq.gz,316_S315_L001_R2_001.fastq.gz,Pocillopora,grandis,109,35,run2,2015b,KI15b_154,SAMN49903791
317_S316_L001,317_S316_L001_R1_001.fastq.gz,317_S316_L001_R2_001.fastq.gz,Pocillopora,grandis,114,35,run2,2015b,KI15b_155,SAMN49903799
318_S317_L001,318_S317_L001_R1_001.fastq.gz,318_S317_L001_R2_001.fastq.gz,Montipora,aequituberculata,121,35,run2,2015b,KI15b_158,SAMN49903800
263_S262_L001,263_S262_L001_R1_001.fastq.gz,263_S262_L001_R2_001.fastq.gz,Pocillopora,grandis,636,35,run2,2015b,KI15b_16,SAMN49903798
320_S319_L001,320_S319_L001_R1_001.fastq.gz,320_S319_L001_R2_001.fastq.gz,Pocillopora,grandis,123,35,run2,2015b,KI15b_160,SAMN49903795
322_S321_L001,322_S321_L001_R1_001.fastq.gz,322_S321_L001_R2_001.fastq.gz,Montipora,aequituberculata,60,8,run2,2015b,KI15b_165,SAMN49903728
324_S323_L001,324_S323_L001_R1_001.fastq.gz,324_S323_L001_R2_001.fastq.gz,Montipora,aequituberculata,69,8,run2,2015b,KI15b_170,SAMN49903736
325_S324_L001,325_S324_L001_R1_001.fastq.gz,325_S324_L001_R2_001.fastq.gz,Montipora,aequituberculata,76,8,run2,2015b,KI15b_172,SAMN49903729
326_S325_L001,326_S325_L001_R1_001.fastq.gz,326_S325_L001_R2_001.fastq.gz,Pocillopora,grandis,84,8,run2,2015b,KI15b_173,SAMN49903730
327_S326_L001,327_S326_L001_R1_001.fastq.gz,327_S326_L001_R2_001.fastq.gz,Montipora,aequituberculata,85,8,run2,2015b,KI15b_174,SAMN49903731
328_S327_L001,328_S327_L001_R1_001.fastq.gz,328_S327_L001_R2_001.fastq.gz,Pocillopora,grandis,86,8,run2,2015b,KI15b_175,SAMN49903732
265_S264_L001,265_S264_L001_R1_001.fastq.gz,265_S264_L001_R2_001.fastq.gz,Pocillopora,grandis,88,35,run2,2015b,KI15b_18,SAMN49903786
330_S329_L001,330_S329_L001_R1_001.fastq.gz,330_S329_L001_R2_001.fastq.gz,Montipora,aequituberculata,697,8,run2,2015b,KI15b_180,SAMN49903733
331_S330_L001,331_S330_L001_R1_001.fastq.gz,331_S330_L001_R2_001.fastq.gz,Montipora,aequituberculata,698,8,run2,2015b,KI15b_181,SAMN49903734
333_S332_L001,333_S332_L001_R1_001.fastq.gz,333_S332_L001_R2_001.fastq.gz,Pocillopora,grandis,718,8,run2,2015b,KI15b_183,SAMN49903735
190-15B_S372_L001,190-15B_S372_L001_R1_001.fastq.gz,190-15B_S372_L001_R2_001.fastq.gz,Montipora,aequituberculata,490,32,Bleaching3_run,2015b,KI15b_190,SAMN49903488
15b-192_S144_L001,15b-192_S144_L001_R1_001.fastq.gz,15b-192_S144_L001_R2_001.fastq.gz,Pocillopora,grandis,491,32,Shedd_2021,2015b,KI15b_192,SAMN49904044
193-15B_S380_L001,193-15B_S380_L001_R1_001.fastq.gz,193-15B_S380_L001_R2_001.fastq.gz,Montipora,aequituberculata,496,32,Bleaching3_run,2015b,KI15b_193,SAMN49903489
196-15B_S293_L001,196-15B_S293_L001_R1_001.fastq.gz,196-15B_S293_L001_R2_001.fastq.gz,Montipora,aequituberculata,501,32,Bleaching3_run,2015b,KI15b_196,SAMN49903491
334_S333_L001,334_S333_L001_R1_001.fastq.gz,334_S333_L001_R2_001.fastq.gz,Montipora,aequituberculata,721,27,run2,2015b,KI15b_199,SAMN49903742
336_S335_L001,336_S335_L001_R1_001.fastq.gz,336_S335_L001_R2_001.fastq.gz,Montipora,aequituberculata,730,27,run2,2015b,KI15b_208,SAMN49903743
337_S336_L001,337_S336_L001_R1_001.fastq.gz,337_S336_L001_R2_001.fastq.gz,Pocillopora,grandis,731,27,run2,2015b,KI15b_209,SAMN49903744
266_S265_L001,266_S265_L001_R1_001.fastq.gz,266_S265_L001_R2_001.fastq.gz,Pocillopora,grandis,92,35,run2,2015b,KI15b_21,SAMN49903803
338_S337_L001,338_S337_L001_R1_001.fastq.gz,338_S337_L001_R2_001.fastq.gz,Montipora,aequituberculata,732,27,run2,2015b,KI15b_210,SAMN49903745
339_S338_L001,339_S338_L001_R1_001.fastq.gz,339_S338_L001_R2_001.fastq.gz,Montipora,aequituberculata,733,27,run2,2015b,KI15b_211,SAMN49903746
215-15B_S301_L001,215-15B_S301_L001_R1_001.fastq.gz,215-15B_S301_L001_R2_001.fastq.gz,Montipora,aequituberculata,737,32,Bleaching3_run,2015b,KI15b_215,SAMN49903492
PLATE3B4_S218_L001,PLATE3B4_S218_L001_R1_001.fastq.gz,PLATE3B4_S218_L001_R2_001.fastq.gz,Pocillopora,grandis,739,32,SheddRun_Dec2020,2015b,KI15b_217,SAMN49904103
221-15B_S309_L001,221-15B_S309_L001_R1_001.fastq.gz,221-15B_S309_L001_R2_001.fastq.gz,Montipora,aequituberculata,744,32,Bleaching3_run,2015b,KI15b_221,SAMN49903493
222-15B_S317_L001,222-15B_S317_L001_R1_001.fastq.gz,222-15B_S317_L001_R2_001.fastq.gz,Pocillopora,grandis,498,32,Bleaching3_run,2015b,KI15b_222,SAMN49903490
224-15B_S325_L001,224-15B_S325_L001_R1_001.fastq.gz,224-15B_S325_L001_R2_001.fastq.gz,Pocillopora,grandis,747,32,Bleaching3_run,2015b,KI15b_224,SAMN49903494
225-15B_S333_L001,225-15B_S333_L001_R1_001.fastq.gz,225-15B_S333_L001_R2_001.fastq.gz,Montipora,aequituberculata,748,32,Bleaching3_run,2015b,KI15b_225,SAMN49903495
227-15B_S341_L001,227-15B_S341_L001_R1_001.fastq.gz,227-15B_S341_L001_R2_001.fastq.gz,Pocillopora,grandis,750,32,Bleaching3_run,2015b,KI15b_227,SAMN49903496
228-15B_S349_L001,228-15B_S349_L001_R1_001.fastq.gz,228-15B_S349_L001_R2_001.fastq.gz,Montipora,aequituberculata,751,32,Bleaching3_run,2015b,KI15b_228,SAMN49903497
232-15B_S373_L001,232-15B_S373_L001_R1_001.fastq.gz,232-15B_S373_L001_R2_001.fastq.gz,Montipora,aequituberculata,755,32,Bleaching3_run,2015b,KI15b_232,SAMN49903498
233-15B_S381_L001,233-15B_S381_L001_R1_001.fastq.gz,233-15B_S381_L001_R2_001.fastq.gz,Pocillopora,grandis,756,32,Bleaching3_run,2015b,KI15b_233,SAMN49903499
PLATE3B5_S226_L001,PLATE3B5_S226_L001_R1_001.fastq.gz,PLATE3B5_S226_L001_R2_001.fastq.gz,Pocillopora,grandis,757,32,SheddRun_Dec2020,2015b,KI15b_234,SAMN49904104
236-15B_S294_L001,236-15B_S294_L001_R1_001.fastq.gz,236-15B_S294_L001_R2_001.fastq.gz,Pocillopora,grandis,759,32,Bleaching3_run,2015b,KI15b_236,SAMN49903500
237-15B_S302_L001,237-15B_S302_L001_R1_001.fastq.gz,237-15B_S302_L001_R2_001.fastq.gz,Montipora,aequituberculata,760,32,Bleaching3_run,2015b,KI15b_237,SAMN49903501
c-041_S41_L001,c-041_S41_L001_R1_001.fastq.gz,c-041_S41_L001_R2_001.fastq.gz,Montipora,aequituberculata,761,32,run3,2015b,KI15b_238,SAMN49903806
240-15B_S310_L001,240-15B_S310_L001_R1_001.fastq.gz,240-15B_S310_L001_R2_001.fastq.gz,Montipora,aequituberculata,763,32,Bleaching3_run,2015b,KI15b_240,SAMN49903502
c-042_S42_L001,c-042_S42_L001_R1_001.fastq.gz,c-042_S42_L001_R2_001.fastq.gz,Pocillopora,grandis,764,32,run3,2015b,KI15b_241,SAMN49903807
242-15B_S318_L001,242-15B_S318_L001_R1_001.fastq.gz,242-15B_S318_L001_R2_001.fastq.gz,Pocillopora,grandis,765,32,Bleaching3_run,2015b,KI15b_242,SAMN49903503
268_S267_L001,268_S267_L001_R1_001.fastq.gz,268_S267_L001_R2_001.fastq.gz,Montipora,aequituberculata,98,35,run2,2015b,KI15b_25,SAMN49903787
341_S340_L001,341_S340_L001_R1_001.fastq.gz,341_S340_L001_R2_001.fastq.gz,Montipora,aequituberculata,317,34,run2,2015b,KI15b_251,SAMN49903782
343_S342_L001,343_S342_L001_R1_001.fastq.gz,343_S342_L001_R2_001.fastq.gz,Montipora,aequituberculata,324,34,run2,2015b,KI15b_253,SAMN49903767
346_S344_L001,346_S344_L001_R1_001.fastq.gz,346_S344_L001_R2_001.fastq.gz,Montipora,aequituberculata,329,34,run2,2015b,KI15b_256,SAMN49903768
347_S345_L001,347_S345_L001_R1_001.fastq.gz,347_S345_L001_R2_001.fastq.gz,Pocillopora,grandis,331,34,run2,2015b,KI15b_257,SAMN49903769
348_S346_L001,348_S346_L001_R1_001.fastq.gz,348_S346_L001_R2_001.fastq.gz,Pocillopora,grandis,336,34,run2,2015b,KI15b_258,SAMN49903770
353_S350_L001,353_S350_L001_R1_001.fastq.gz,353_S350_L001_R2_001.fastq.gz,Pocillopora,grandis,355,34,run2,2015b,KI15b_265,SAMN49903771
354_S351_L001,354_S351_L001_R1_001.fastq.gz,354_S351_L001_R2_001.fastq.gz,Montipora,aequituberculata,363,34,run2,2015b,KI15b_266,SAMN49903773
356_S353_L001,356_S353_L001_R1_001.fastq.gz,356_S353_L001_R2_001.fastq.gz,Pocillopora,grandis,359,34,run2,2015b,KI15b_268,SAMN49903772
269_S268_L001,269_S268_L001_R1_001.fastq.gz,269_S268_L001_R2_001.fastq.gz,Montipora,aequituberculata,102,35,run2,2015b,KI15b_27,SAMN49903788
